Brand,Model,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineCapacity,FuelConsumptionPer100km,ColourExt,City,State,YearRanges
GWM,Haval,NEW,Automatic,Front,Hybrid,20.0,4,SUV,4,5,41485.0,1.5,5.0,Black,Moorooka,QLD,2020-2023
Nissan,Pathfinder,DEMO,Automatic,4WD,Premium,10.0,6,SUV,4,8,77970.0,3.5,10.5,Silver,South Geelong,VIC,2020-2023
MG,HS,USED,Automatic,Front,Unleaded,21705.0,4,SUV,4,5,33990.0,1.5,7.3,Black,Kedron,QLD,2020-2023
MG,MG3,DEMO,Automatic,Front,Premium,10.0,4,Hatchback,5,5,20990.0,1.5,6.7,Silver,Browns Plains,QLD,2020-2023
Kia,Cerato,USED,Automatic,Front,Unleaded,54577.0,4,Hatchback,5,5,32990.0,2.0,7.4,Red,Ballarat,VIC,2020-2023
Toyota,Fortuner,USED,Automatic,4WD,Diesel,16768.0,4,SUV,4,7,62990.0,2.8,7.6,White,Ballarat,VIC,2020-2023
Hyundai,Iload,USED,Manual,Rear,Diesel,204634.0,4,Commercial,4,6,13999.0,2.5,8.5,Grey,Ravenhall,VIC,Before 2012
Hyundai,Terracan,USED,Automatic,4WD,Diesel,309385.0,4,SUV,4,7,7500.0,2.9,10.3,White,Clontarf,QLD,Before 2012
Toyota,Crown,USED,Automatic,Other,Unleaded,132242.0,4,Wagon,4,5,23999.0,2.393601410934744,7.8050222094856,Silver,Dingley Village,VIC,2012-2016
Mercedes-Benz,C200,USED,Automatic,Rear,Premium,112101.0,4,Sedan,4,5,20888.0,1.8,6.8,Black,Albion,QLD,2012-2016
Hyundai,Accent,USED,Automatic,Front,Unleaded,198722.0,4,Hatchback,5,5,11999.0,1.4,6.2,White,Clontarf,QLD,2012-2016
Hyundai,Tucson,NEW,Automatic,AWD,Unleaded,12.0,4,SUV,4,5,48697.0,1.6,7.1,Silver,Hillcrest,QLD,2020-2023
Audi,Q7,USED,Automatic,AWD,Diesel,85380.0,6,SUV,4,7,72888.0,3.0,5.8,White,Tullamarine,VIC,2017-2019
MG,HS,USED,Automatic,Front,Unleaded,24763.0,4,SUV,4,5,33990.0,1.5,7.3,Black,Redcliffe,QLD,2020-2023
Honda,Jazz,USED,Automatic,Front,Unleaded,55675.0,4,Hatchback,5,5,14987.0,1.3,6.6,Black,Brooklyn,VIC,Before 2012
MG,HS,USED,Automatic,Front,Unleaded,17458.0,4,SUV,4,5,33990.0,1.5,7.3,White,Redcliffe,QLD,2020-2023
Ford,Fiesta,USED,Manual,Front,Unleaded,64000.0,4,Hatchback,3,5,7497.0,1.6,6.1,Black,Clontarf,QLD,Before 2012
Mitsubishi,Lancer,USED,Manual,Front,Unleaded,219764.0,4,Sedan,4,5,7990.0,2.4,9.4,Gold,Morayfield,QLD,Before 2012
Ford,Ranger,USED,Automatic,Rear,Diesel,240298.0,5,Ute / Tray,4,5,22999.0,3.2,8.5,White,Parkdale,VIC,2012-2016
Mitsubishi,Outlander,USED,Automatic,AWD,Unleaded,140616.0,4,SUV,4,7,21990.0,2.4,7.5,Black,Brendale,QLD,2012-2016
Holden,Captiva,USED,Automatic,AWD,Diesel,97643.0,4,SUV,4,7,16990.0,2.2,8.1,White,Newtown,VIC,2012-2016
MG,ZS,USED,Automatic,Front,Electric,94589.0,4,SUV,4,5,32990.0,1.388888888888889,7.011111111111111,Blue,Hoppers Crossing,VIC,2020-2023
Kia,Sorento,USED,Automatic,AWD,Diesel,157310.0,4,SUV,4,7,19990.0,2.2,7.3,Grey,South Geelong,VIC,2012-2016
Mazda,BT-50,NEW,Automatic,4WD,Diesel,17.38170347003155,4,Ute / Tray,4,5,67762.0,3.0,8.0,Grey,Brighton,VIC,2020-2023
Nissan,Pulsar,USED,Automatic,Front,Unleaded,128083.0,4,Sedan,4,5,14990.0,1.8,6.7,Grey,Brown Hill,VIC,2012-2016
Mazda,3,USED,Automatic,Front,Unleaded,209633.0,4,Hatchback,5,5,10989.0,2.5,8.6,Silver,Morayfield,QLD,Before 2012
Mazda,3,USED,Automatic,Front,Unleaded,181687.0,4,Sedan,4,5,15999.0,2.0,5.7,White,St Albans,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,152655.0,4,Hatchback,5,5,8990.0,1.8,7.4,Red,Hendra,QLD,Before 2012
Honda,CR-V,USED,Automatic,AWD,Unleaded,104132.0,4,SUV,4,5,31777.0,1.5,7.4,Blue,Wendouree,VIC,2017-2019
Nissan,X-Trail,USED,Manual,Front,Unleaded,72044.0,4,SUV,4,5,11989.0,2.0,8.5,Silver,Morayfield,QLD,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,48400.0,4,Hatchback,5,5,16999.0,1.8,7.1,Silver,Archerfield,QLD,2012-2016
Holden,Cruze,USED,Automatic,Front,Unleaded,81234.0,4,Sedan,4,5,13990.0,1.8,7.4,White,Brown Hill,VIC,2012-2016
Mazda,3,USED,Manual,Front,Unleaded,152288.0,4,Hatchback,5,5,9999.0,2.0,7.9,Silver,Springwood,QLD,Before 2012
Toyota,Corolla,USED,Automatic,Front,Unleaded,196960.0,4,Hatchback,5,5,11990.0,1.8,7.4,Silver,Hendra,QLD,2012-2016
Ford,Mondeo,USED,Automatic,Front,Diesel,68454.0,4,Wagon,4,5,23990.0,2.0,5.3,Silver,Geelong,VIC,2017-2019
Nissan,Navara,USED,Automatic,4WD,Diesel,214767.0,4,Ute / Tray,4,5,28990.0,2.3,7.0,White,Eagle Farm,QLD,2017-2019
Mazda,CX-9,USED,Automatic,4WD,Unleaded,186858.0,6,SUV,4,7,14990.0,3.7,11.3,Black,Morayfield,QLD,Before 2012
Subaru,Impreza,USED,Automatic,AWD,Unleaded,142000.0,4,Hatchback,5,5,9999.0,2.0,9.3,Silver,Archerfield,QLD,Before 2012
Kia,Stinger,USED,Automatic,Rear,Unleaded,62500.0,6,Sedan,4,5,58777.0,3.3,10.2,Silver,Wendouree,VIC,2017-2019
Ford,Transit,USED,Manual,Front,Diesel,89315.0,4,Commercial,2,3,18999.0,2.2,7.2,White,Rocklea,QLD,2012-2016
Renault,Megane,USED,Automatic,Front,Premium,63081.0,4,Wagon,4,5,25990.0,1.2,5.6,Blue,Wendouree,VIC,2017-2019
Audi,Q7,USED,Automatic,AWD,Premium,200000.0,8,SUV,4,5,14950.0,4.2,13.6,Grey,South Melbourne,VIC,Before 2012
Mazda,MX-5,USED,Manual,Rear,Unleaded,304382.0,4,Convertible,2,2,7788.0,1.8,9.0,Blue,Braybrook,VIC,Before 2012
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,214453.0,8,SUV,4,7,64950.0,4.5,9.5,White,Ningi,QLD,2012-2016
Land,Rover,USED,Automatic,AWD,Diesel,48995.0,6,SUV,4,5,129900.0,3.0,7.8,Blue,Geelong,VIC,2017-2019
Volkswagen,Golf,USED,Automatic,Front,Premium,175502.0,4,Hatchback,5,5,8999.0,2.0,8.0,Silver,Laverton North,VIC,Before 2012
MG,ZST,NEW,Automatic,Front,Unleaded,17.38170347003155,3,SUV,5,5,32690.0,1.3,7.3,Silver,Springwood,QLD,2020-2023
Holden,Cruze,USED,Manual,Front,Unleaded,80200.0,4,Sedan,4,5,7490.0,1.8,7.0,Silver,Maidstone,VIC,Before 2012
Toyota,Hilux,USED,Manual,Rear,Diesel,179816.0,4,Ute / Tray,2,2,22990.0,2.4,7.7,White,Bentleigh East,VIC,2017-2019
Ford,Escape,USED,Automatic,4WD,Unleaded,196193.0,6,SUV,4,5,7990.0,3.0,12.2,Silver,Mount Pleasant,VIC,Before 2012
GWM,Haval,NEW,Automatic,Front,Hybrid,20.0,4,SUV,4,5,41485.0,1.5,5.0,Red,Moorooka,QLD,2020-2023
Volkswagen,Amarok,USED,Automatic,Other,Diesel,42631.0,6,Ute / Tray,4,5,48547.0,2.620253164556962,8.396202531645569,White,Oakleigh,VIC,2020-2023
Porsche,Cayenne,USED,Automatic,AWD,Diesel,148500.0,6,SUV,4,5,47990.0,3.0,6.8,White,Strathpine,QLD,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,62982.0,4,Hatchback,5,5,24925.0,1.8,6.1,Red,Rocklea,QLD,2017-2019
Toyota,Camry,USED,Automatic,Front,Unleaded,186624.0,4,Sedan,4,5,17990.0,2.5,7.8,White,West Footscray,VIC,2012-2016
Nissan,Patrol,USED,Manual,4WD,Diesel,174508.0,4,SUV,4,7,36990.0,3.0,10.9,Silver,Morayfield,QLD,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,323594.0,6,Sedan,4,5,7499.0,3.6,11.4,Blue,West Footscray,VIC,Before 2012
Toyota,Landcruiser,USED,Manual,4WD,Diesel,36690.0,8,SUV,4,5,130000.0,4.5,10.7,White,Geelong,VIC,2020-2023
Holden,Commodore,USED,Automatic,Rear,Unleaded,148540.0,6,Sedan,4,5,13990.0,3.0,9.3,Silver,Slacks Creek,QLD,Before 2012
Subaru,Forester,USED,Automatic,AWD,Unleaded,131515.0,4,SUV,4,5,10999.0,2.5,9.7,Red,Footscray,VIC,Before 2012
Mercedes-Benz,GLE350,USED,Automatic,AWD,Diesel,56000.0,6,SUV,4,5,61990.0,3.0,6.6,Silver,Sebastopol,VIC,2012-2016
Suzuki,Swift,NEW,Manual,Front,Unleaded,17.38170347003155,4,Hatchback,5,5,34680.0,1.4,6.1,Grey,Springwood,QLD,2020-2023
Toyota,RAV4,USED,Automatic,AWD,Hybrid,66.0,4,SUV,5,5,76888.0,2.5,4.8,White,Keysborough,VIC,2020-2023
Mitsubishi,Outlander,USED,Automatic,Front,Unleaded,90248.0,4,SUV,4,7,24990.0,2.0,6.6,White,Currimundi,QLD,2017-2019
Honda,CR-V,USED,Automatic,4WD,Unleaded,265000.0,4,SUV,4,5,8500.0,2.4,9.0,White,Archerfield,QLD,Before 2012
Nissan,Elgrand,USED,Automatic,Other,Unleaded,98978.0,6,Wagon,4,8,21995.0,3.5,7.8050222094856,White,Mooloolaba,QLD,Before 2012
Toyota,Kluger,USED,Automatic,Front,Unleaded,226831.0,6,SUV,4,7,16990.0,3.5,11.0,Blue,Slacks Creek,QLD,Before 2012
LDV,D90,USED,Automatic,Rear,Unleaded,16110.0,4,SUV,4,7,35990.0,2.0,10.2,Blue,Maroochydore,QLD,2020-2023
Mazda,BT-50,USED,Manual,Other,Diesel,74523.0,5,Ute / Tray,4,5,43490.0,3.015168539325843,8.60505617977528,White,Sunbury,VIC,2017-2019
Isuzu,MU-X,USED,Automatic,Other,Diesel,161412.0,4,Wagon,4,7,37990.0,3.0,8.108771929824561,White,Buderim,QLD,2012-2016
Holden,Calais,USED,Automatic,Rear,Premium,118042.0,8,Wagon,4,5,44990.0,6.0,14.6,Black,Ararat,VIC,2012-2016
Ford,Territory,USED,Automatic,Rear,Diesel,203114.0,6,SUV,4,5,11999.0,2.7,8.2,Black,Footscray,VIC,2012-2016
Nissan,Patrol,USED,Automatic,Other,Unleaded,26681.0,4,Wagon,4,7,97499.0,3.670491803278689,12.42444444444445,Grey,Baringa,QLD,2020-2023
Kia,Cerato,USED,Automatic,Front,Unleaded,23000.0,4,Hatchback,5,5,36950.0,1.6,6.8,White,Albion,QLD,2020-2023
Nissan,Elgrand,USED,Automatic,Other,Unleaded,36921.0,6,Wagon,4,8,18995.0,3.5,7.8050222094856,Silver,Mooloolaba,QLD,Before 2012
Renault,Koleos,DEMO,Automatic,Front,Unleaded,3300.0,4,SUV,4,5,44990.0,2.5,8.1,Red,Bentleigh,VIC,2020-2023
Nissan,X-Trail,USED,Automatic,Front,Unleaded,109591.0,4,SUV,4,5,24990.0,2.5,7.9,White,Kunda Park,QLD,2017-2019
Honda,Accord,USED,Automatic,Front,Premium,313628.0,4,Sedan,4,5,6799.0,2.4,9.4,Grey,Braybrook,VIC,Before 2012
Ford,Kuga,USED,Automatic,AWD,Diesel,199133.0,4,SUV,4,5,15111.0,2.0,6.3,Blue,Maroochydore,QLD,2012-2016
Toyota,Vellfire,USED,Automatic,Other,Unleaded,95000.0,4,Wagon,4,5,20882.0,2.393601410934744,7.8050222094856,Red,Oakleigh South,VIC,Before 2012
Nissan,X-Trail,USED,Automatic,Front,Unleaded,55961.0,4,SUV,4,7,27990.0,2.5,8.1,Blue,Maroochydore,QLD,2017-2019
Renault,Trafic,USED,Manual,Front,Diesel,255897.0,4,Commercial,2,3,17990.0,2.0,8.3,White,West Footscray,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Front,Hybrid,54190.0,4,Hatchback,5,5,29500.0,1.8,4.2,White,Cheltenham,VIC,2020-2023
Ford,Territory,USED,Automatic,Rear,Unleaded,218298.0,6,SUV,4,5,12999.0,4.0,12.8,Green,Deer Park,VIC,Before 2012
GWM,Ute,NEW,Automatic,Other,Diesel,22.0,4,Ute / Tray,4,5,53585.0,2.393601410934744,7.8050222094856,Black,Caloundra West,QLD,2020-2023
Toyota,Vellfire,USED,Automatic,Other,Unleaded,63365.0,4,Wagon,4,5,25999.0,2.393601410934744,7.8050222094856,White,Dingley Village,VIC,Before 2012
Toyota,Camry,USED,Automatic,Front,Unleaded,117114.0,4,Sedan,4,5,19990.0,2.5,7.9,Silver,Noosaville,QLD,2017-2019
Nissan,Micra,USED,Manual,Front,Unleaded,56820.0,3,Hatchback,5,5,13395.0,1.2,5.9,White,Oakleigh,VIC,2012-2016
Volkswagen,T-Cross,USED,Automatic,Front,Premium,35231.0,3,SUV,4,5,29990.0,1.0,5.4,Grey,Maroochydore,QLD,2020-2023
Ford,Territory,USED,Automatic,AWD,Unleaded,231079.0,6,SUV,4,5,15999.0,4.0,14.2,Grey,Ravenhall,VIC,Before 2012
Volkswagen,Golf,USED,Automatic,Front,Premium,29324.0,4,Hatchback,5,5,25990.0,1.4,5.4,White,Carrum Downs,VIC,2017-2019
Volkswagen,T-Cross,USED,Automatic,Front,Premium,41119.0,3,SUV,4,5,29990.0,1.0,5.4,White,Maroochydore,QLD,2020-2023
Mazda,2,USED,Automatic,Front,Unleaded,142232.0,4,Hatchback,5,5,11990.0,1.5,6.8,Green,West Footscray,VIC,Before 2012
Toyota,RAV4,USED,Manual,Other,Unleaded,238000.0,4,Wagon,4,5,12500.0,2.4,6.37235294117647,White,Archerfield,QLD,Before 2012
Mazda,CX-30,NEW,Automatic,Front,Hybrid,25.0,4,SUV,4,5,41888.0,2.0,6.3,Silver,Mount Gravatt,QLD,2020-2023
Nissan,Navara,USED,Automatic,Rear,Diesel,169014.0,4,Ute / Tray,4,5,28990.0,2.3,6.8,Grey,Currimundi,QLD,2012-2016
Holden,Cruze,USED,Automatic,Front,Unleaded,159317.0,4,Sedan,4,5,8999.0,1.8,7.4,Red,Point Cook,VIC,2012-2016
Ford,Escape,USED,Automatic,AWD,Premium,79214.0,4,SUV,4,5,22950.0,2.0,8.8,Blue,Albion,QLD,2017-2019
Audi,A1,USED,Automatic,Front,Premium,94967.0,3,Hatchback,5,5,19990.0,1.0,4.4,Other,Slacks Creek,QLD,2012-2016
Hyundai,I30,USED,Automatic,Front,Unleaded,35655.0,4,Sedan,4,5,28990.0,2.0,7.0,White,Noosaville,QLD,2020-2023
MG,ZST,NEW,Automatic,Front,Unleaded,17.0,3,SUV,5,5,31490.0,1.3,7.3,Red,Browns Plains,QLD,2020-2023
Toyota,RAV4,USED,Automatic,4WD,Unleaded,230915.0,4,SUV,4,5,10999.0,2.4,9.6,Red,Footscray,VIC,Before 2012
Mazda,CX-8,NEW,Automatic,Front,Diesel,25.0,4,SUV,4,7,46000.0,2.5,8.1,Red,Mount Gravatt,QLD,2020-2023
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,102371.0,6,Ute / Tray,4,5,42990.0,3.0,9.1,White,Maroochydore,QLD,2020-2023
Toyota,Yaris,USED,Automatic,Front,Unleaded,137467.0,4,Hatchback,5,5,13500.0,1.5,6.3,Red,Moorooka,QLD,2012-2016
MG,HS,USED,Automatic,Front,Unleaded,26001.0,4,SUV,4,5,23990.0,1.5,7.3,White,Noosaville,QLD,2020-2023
Holden,Colorado,USED,Manual,Other,Diesel,48091.0,4,Ute / Tray,4,5,41999.0,2.825136612021858,8.909289617486339,Orange,Baringa,QLD,2017-2019
Toyota,Estima,USED,Automatic,Other,Unleaded,148962.0,4,Wagon,4,7,16888.0,2.4,7.8050222094856,White,Braeside,VIC,Before 2012
Subaru,Liberty,USED,Manual,AWD,Unleaded,194000.0,4,Sedan,4,5,9999.0,2.0,9.1,White,Brooklyn,VIC,Before 2012
GWM,UTE,NEW,Automatic,4WD,Diesel,22.0,4,Ute / Tray,4,5,47490.0,2.0,9.4,White,Caloundra West,QLD,2020-2023
Hyundai,Accent,USED,Automatic,Front,Unleaded,119708.0,4,Hatchback,5,5,11650.0,1.506896551724138,6.353448275862069,Black,Geebung,QLD,2012-2016
Honda,Accord,USED,Automatic,Front,Premium,172050.0,4,Sedan,4,5,13999.0,2.4,8.9,Grey,Deer Park,VIC,Before 2012
Mazda,3,USED,Automatic,Front,Unleaded,86740.0,4,Hatchback,5,5,22990.0,2.5,6.1,White,Caloundra West,QLD,2012-2016
Mazda,BT-50,USED,Automatic,4WD,Diesel,288080.0,5,Ute / Tray,4,5,22999.0,3.2,9.2,Grey,Williamstown North,VIC,2012-2016
Nissan,Elgrand,USED,Automatic,AWD,Unleaded,86000.0,6,People Mover,4,8,19000.0,3.5,7.8050222094856,Grey,Slacks Creek,QLD,Before 2012
Holden,Colorado,USED,Automatic,4WD,Diesel,130088.0,4,Ute / Tray,4,5,36990.0,2.8,9.0,White,Colac West,VIC,2017-2019
BMW,320I,USED,Automatic,Rear,Premium,110000.0,4,Sedan,4,5,19888.0,2.0,6.0,Black,Oakleigh,VIC,2012-2016
GWM,Haval,NEW,Automatic,Front,Premium,22.0,4,SUV,4,5,34485.0,1.5,8.1,Blue,Caloundra West,QLD,2020-2023
Audi,A5,USED,Automatic,Other,Premium,73000.0,4,Coupe,2,4,33500.0,1.991304347826087,6.721739130434782,Blue,Sumner,QLD,2012-2016
MG,ZST,NEW,Automatic,Front,Unleaded,9.0,3,SUV,5,5,33990.0,1.3,7.3,Black,Browns Plains,QLD,2020-2023
Mini,Cooper,USED,Manual,Front,Diesel,92940.0,4,Hatchback,2,4,12999.0,1.6,3.9,Black,Springwood,QLD,Before 2012
Toyota,Crown,USED,Automatic,Other,Premium,90300.0,4,Wagon,4,5,17888.0,2.393601410934744,7.8050222094856,White,Braeside,VIC,Before 2012
Toyota,Kluger,USED,Automatic,Front,Unleaded,125965.0,6,SUV,4,7,27990.0,3.5,10.2,White,Currimundi,QLD,2012-2016
Toyota,Estima,USED,Automatic,Other,Unleaded,111400.0,4,Wagon,4,7,17888.0,2.4,7.8050222094856,White,Braeside,VIC,Before 2012
GWM,Haval,NEW,Automatic,Front,Premium,9.0,4,SUV,4,5,28490.0,1.5,8.1,White,Kedron,QLD,2020-2023
Mini,Cooper,USED,Manual,Front,Premium,97986.0,4,Hatchback,2,4,21320.0,1.6,6.3,Red,Rocklea,QLD,2012-2016
Kia,Carnival,USED,Automatic,Front,Diesel,133561.0,4,Wagon,4,8,35111.0,2.2,7.7,Blue,Buderim,QLD,2012-2016
Holden,Astra,USED,Automatic,Front,Premium,73465.0,4,Hatchback,5,5,16490.0,1.4,5.8,Red,Cheltenham,VIC,2017-2019
Volkswagen,Multivan,USED,Automatic,Front,Diesel,58224.0,4,Wagon,4,7,66990.0,2.0,7.7,Grey,Maroochydore,QLD,2017-2019
Toyota,Aurion,USED,Automatic,Front,Unleaded,276545.0,6,Sedan,4,5,5999.0,3.5,9.9,Blue,Rocklea,QLD,Before 2012
Ford,Ranger,USED,Automatic,4WD,Diesel,59236.0,4,Ute / Tray,4,4,54990.0,2.0,7.4,Silver,Colac West,VIC,2017-2019
Volvo,XC40,USED,Automatic,AWD,Premium,51602.0,4,SUV,4,5,41990.0,2.0,7.4,Black,Noosaville,QLD,2017-2019
Toyota,C-HR,USED,Automatic,Front,Premium,77416.0,4,SUV,4,5,29720.0,1.2,5.5,Green,Frankston,VIC,2017-2019
Jeep,Grand,USED,Automatic,4WD,Premium,172063.0,6,SUV,4,5,27870.0,3.6,10.4,White,Keilor East,VIC,2012-2016
Subaru,Forester,USED,Automatic,AWD,Unleaded,170566.0,4,SUV,4,5,13990.0,2.5,9.3,Blue,West Footscray,VIC,Before 2012
Holden,Colorado,USED,Automatic,4WD,Diesel,128917.0,4,SUV,4,7,29990.0,2.8,9.4,Black,Gympie,QLD,2012-2016
Mitsubishi,Triton,NEW,Automatic,4WD,Diesel,39.0,4,Ute / Tray,4,5,71850.0,2.4,8.6,Black,Hoppers Crossing,VIC,2020-2023
Isuzu,D-MAX,USED,Automatic,4WD,Diesel,11683.0,4,Ute / Tray,4,5,64990.0,3.0,8.0,White,Gympie,QLD,2020-2023
Mitsubishi,Pajero,USED,Automatic,4WD,Unleaded,237787.0,6,SUV,4,7,13990.0,3.5,14.6,Other,Gympie,QLD,Before 2012
Mercedes-Benz,A200,USED,Automatic,Front,Premium,45650.0,4,Hatchback,5,5,35888.0,1.6,6.1,Black,Albion,QLD,2017-2019
Mazda,CX-5,USED,Automatic,Other,Diesel,182872.0,4,Wagon,4,5,24990.0,2.317733990147783,7.048275862068966,Silver,Horsham,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Other,Unleaded,167145.0,4,Wagon,5,5,21950.0,1.836388888888889,5.643175487465181,Silver,Moorabbin,VIC,2017-2019
Toyota,RAV4,USED,Automatic,4WD,Unleaded,236487.0,4,SUV,4,5,7990.0,2.0,9.0,Gold,Slacks Creek,QLD,Before 2012
Jeep,Patriot,USED,Automatic,Rear,Premium,215608.0,4,SUV,4,5,10999.0,2.0,8.2,Red,West Footscray,VIC,2012-2016
GWM,Haval,DEMO,Automatic,Front,Premium,2013.0,4,SUV,4,5,33400.0,1.5,8.1,Black,Noosaville,QLD,2020-2023
Hyundai,Veloster,USED,Manual,Front,Unleaded,54200.0,4,Hatchback,3,4,23999.0,1.6,6.9,Yellow,Chermside,QLD,2012-2016
Nissan,Navara,USED,Manual,4WD,Diesel,150319.0,4,Ute / Tray,4,5,16990.0,2.5,9.2,White,Launceston,TAS,Before 2012
BMW,3,USED,Automatic,Other,Unleaded,116234.0,4,Coupe,4,5,21990.0,2.393601410934744,7.8050222094856,Black,Springwood,QLD,2012-2016
Suzuki,Baleno,USED,Automatic,Front,Unleaded,30870.0,4,Hatchback,4,5,19990.0,1.4,5.4,Grey,Launceston,TAS,2020-2023
Hyundai,Palisade,NEW,Automatic,AWD,Diesel,20.0,4,SUV,4,7,86733.0,2.2,7.3,Grey,Indooroopilly,QLD,2020-2023
Ford,Endura,USED,Automatic,Front,Diesel,55812.0,4,SUV,4,5,34990.0,2.0,6.7,Blue,Launceston,TAS,2017-2019
Holden,Astra,USED,Automatic,Front,Unleaded,56569.0,4,Hatchback,5,5,19990.0,1.636363636363636,6.975,Silver,Launceston,TAS,2017-2019
Suzuki,Ignis,NEW,Automatic,Front,Premium,17.38170347003155,4,SUV,4,5,25180.0,1.2,4.9,Red,Springwood,QLD,2020-2023
Kia,Carnival,USED,Automatic,Front,Diesel,16097.0,4,Wagon,4,8,51990.0,2.2,6.5,Silver,Launceston,TAS,2020-2023
Mercedes-Benz,A200,USED,Automatic,Front,Premium,42337.0,4,Hatchback,5,5,44950.0,1.3,5.7,Grey,Albion,QLD,2017-2019
Nissan,Navara,USED,Automatic,4WD,Diesel,86575.0,4,Ute / Tray,4,5,43990.0,2.3,7.0,White,Launceston,TAS,2017-2019
Mitsubishi,Triton,USED,Manual,Rear,Unleaded,312286.0,4,Ute / Tray,4,5,9999.0,2.4,10.9,White,Laverton North,VIC,Before 2012
MG,ZS,NEW,Automatic,Front,Electric,10.0,4,SUV,4,5,46990.0,1.388888888888889,7.011111111111111,Red,Cleveland,QLD,2020-2023
Kia,Sportage,USED,Automatic,Front,Unleaded,137044.0,4,SUV,4,5,14990.0,2.0,8.8,Grey,Moorooka,QLD,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,140148.0,6,Wagon,4,5,19990.0,3.6,9.8,Red,Warrnambool,VIC,2012-2016
Holden,Commodore,USED,Manual,Rear,Unleaded,164041.0,8,Ute / Tray,2,2,26990.0,6.0,14.5,Blue,Camdale,TAS,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,190785.0,4,Hatchback,5,5,8990.0,2.0,7.6,White,Hendra,QLD,Before 2012
Mitsubishi,Eclipse,USED,Automatic,Front,Unleaded,37858.0,4,SUV,4,5,28990.0,1.5,7.3,Black,Albion,QLD,2017-2019
Ford,Ranger,USED,Automatic,4WD,Diesel,62182.0,4,Ute / Tray,4,5,59990.0,2.0,7.4,White,Launceston,TAS,2020-2023
Mazda,CX-8,NEW,Automatic,Front,Diesel,25.0,4,SUV,4,7,65888.0,2.5,8.1,Black,Mount Gravatt,QLD,2020-2023
Toyota,Hilux,USED,Automatic,4WD,Diesel,141410.0,4,Ute / Tray,4,5,47990.0,2.8,8.5,Red,Launceston,TAS,2017-2019
GWM,Haval,NEW,Automatic,Front,Hybrid,10.0,4,SUV,4,5,41485.0,1.5,5.0,Black,Hillcrest,QLD,2020-2023
Ford,Ranger,USED,Manual,4WD,Diesel,186236.0,4,Ute / Tray,4,5,18990.0,3.0,9.3,White,Launceston,TAS,Before 2012
Kia,Sorento,USED,Automatic,Front,Unleaded,1473.0,6,SUV,4,7,49990.0,3.5,9.7,White,Launceston,TAS,2020-2023
Audi,A3,USED,Automatic,Front,Premium,137905.0,4,Convertible,2,4,19990.0,2.0,7.6,Grey,Laverton North,VIC,Before 2012
Isuzu,MU-X,USED,Automatic,Front,Diesel,102941.0,4,SUV,4,7,34990.0,3.0,8.1,White,Launceston,TAS,2017-2019
Kia,Sportage,USED,Automatic,Front,Unleaded,98761.0,4,SUV,4,5,25990.0,2.0,7.9,Grey,Camdale,TAS,2017-2019
Holden,Barina,USED,Automatic,Front,Unleaded,117974.0,4,Hatchback,5,5,9990.0,1.6,6.7,Blue,Woodridge,QLD,2012-2016
Skoda,Karoq,USED,Automatic,Front,Unleaded,35508.0,4,SUV,4,5,33990.0,1.5,5.8,White,Launceston,TAS,2017-2019
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,39810.0,4,SUV,4,5,25790.0,2.0,7.6,Black,Morningside,QLD,2017-2019
Holden,Commodore,USED,Automatic,Rear,Unleaded,322282.0,6,Wagon,4,5,8999.0,3.6,10.3,White,West Footscray,VIC,Before 2012
Ssangyong,Musso,NEW,Automatic,4WD,Diesel,22.0,4,Ute / Tray,4,5,46685.0,2.2,8.6,White,Frankston,VIC,2020-2023
Audi,Q5,USED,Automatic,AWD,Diesel,134941.0,4,SUV,4,5,36990.0,2.0,5.5,Silver,Launceston,TAS,2017-2019
Mitsubishi,Express,USED,Automatic,Rear,Unleaded,187052.0,4,Commercial,2,2,11999.0,2.4,11.0,White,Williamstown,VIC,Before 2012
Mitsubishi,Triton,USED,Manual,4WD,Diesel,179369.0,4,Ute / Tray,4,5,28990.0,2.4,7.2,Black,Launceston,TAS,2012-2016
Mazda,6,USED,Automatic,Front,Premium,167875.0,4,Hatchback,5,5,9990.0,2.3,8.9,Silver,Bentleigh East,VIC,Before 2012
Mitsubishi,Delica,USED,Automatic,Other,Unleaded,110000.0,4,Wagon,4,8,23000.0,2.4,7.8050222094856,Silver,Slacks Creek,QLD,Before 2012
Hyundai,Kona,USED,Automatic,AWD,Unleaded,11911.0,4,SUV,4,5,44990.0,1.6,6.9,White,Warrnambool,VIC,2020-2023
Toyota,Corolla,USED,Manual,Front,Unleaded,207000.0,4,Hatchback,5,5,6499.0,1.8,8.0,Other,Brooklyn,VIC,Before 2012
